name,hex,r,g,b,h,s,v,l,a,b
outer space,#414a4c,65,74,76,191,14,30,30.74346677569467,-3.1352836345728274,-2.4273101906719274
outrageous orange,#ff6e4a,255,110,74,12,71,100,64.08494623380322,53.12210179447319,46.956073656449945
oxford blue,#002147,0,33,71,212,100,28,12.876641467906431,5.80716306727698,-27.033833979150884
oxley,#779e86,119,158,134,143,25,62,61.73773019502177,-18.44374303202334,8.23843157788231
oyster bay,#dafaff,218,250,255,188,15,100,96.20239871010216,-9.296203425637417,-5.881250677483774
oyster pink,#e9cecd,233,206,205,2,12,91,84.93212088941172,9.260063878633096,3.9450114084151666
paarl,#a65529,166,85,41,21,75,65,45.30936825321017,29.998003625005488,39.63003834494676
pablo,#776f61,119,111,97,38,18,47,47.17573684511702,0.566797566699806,8.917310872475891
pacific blue,#1ca9c9,28,169,201,191,86,79,64.03103005898257,-23.709874019079756,-26.228071621786818
pacifika,#778120,119,129,32,66,75,51,51.526836676373975,-16.61416385264003,48.07706336608153
paco,#411f10,65,31,16,18,75,25,16.211463768967008,14.90553509139056,17.110904242240434
padua,#ade6c4,173,230,196,144,25,90,86.73300121668478,-24.913991779419774,10.727237739886952
pakistan green,#006600,0,102,0,120,100,40,36.934763135957596,-43.9781548228278,42.445548189110816
palatinate blue,#273be2,39,59,226,234,83,89,36.080866152196215,52.32570705604067,-85.1295811209589
palatinate purple,#682860,104,40,96,308,62,41,27.58707265789687,36.41127189704604,-19.765594828592082
pale brown,#987654,152,118,84,30,45,60,52.143760042982336,8.68041166423561,23.80174056602907
pale canary,#ffff99,255,255,153,60,40,100,98.0654819418736,-14.228160923474453,48.65806496053966
pale carmine,#af4035,175,64,53,5,70,69,42.82013509851914,44.62733285286624,30.65236794564006
pale cerulean,#9bc4e2,155,196,226,205,31,89,77.24459032344001,-6.570808350883695,-19.32770250021052
pale chestnut,#ddadaf,221,173,175,358,22,87,75.04793528852727,17.797913554712718,5.696306291094011
pale copper,#da8a67,218,138,103,18,53,85,65.01148219943127,26.90715724583964,31.40391528250599
pale cornflower blue,#abcdef,171,205,239,210,28,94,81.04502986916337,-3.656098767259197,-20.451824520585227
pale cyan,#87d3f8,135,211,248,200,46,97,81.02523293799192,-13.969062534545106,-25.45747641119145
pale gold,#e6be8a,230,190,138,34,40,90,79.31974739006817,7.39038606800041,31.619225303355257
pale goldenrod,#eee8aa,238,232,170,55,29,93,91.14038954621267,-7.347233923247709,30.964442634340152
pale green,#98fb98,152,251,152,120,39,98,90.75103714758299,-48.29645958674339,38.523397284130986
pale lavender,#dcd0ff,220,208,255,255,18,100,85.77962720845164,13.088290290271642,-21.45066504768409
pale leaf,#c0d3b9,192,211,185,104,12,83,82.53856673297996,-11.158339353365243,10.713853530360318
pale magenta,#f984e5,249,132,229,310,47,98,71.07685853505538,57.04032799497488,-29.62397056388124
pale magenta pink,#ff99cc,255,153,204,330,40,100,75.07783971210465,44.593628714654166,-9.732723201907234
pale oyster,#988d77,152,141,119,40,22,60,59.02710748296596,0.36267188361771563,13.228134781781286
pale pink,#fadadd,250,218,221,354,13,98,89.71393723986681,11.54633200734395,2.604048794661229
pale plum,#dda0dd,221,160,221,300,28,87,73.3727428092835,32.539101568380914,-21.997129268948832
pale prim,#fdfeb8,253,254,184,61,28,100,98.12425704294026,-10.946389132079236,33.46603273882835
pale red violet,#db7093,219,112,147,340,49,86,60.564787867661266,45.52751277278544,0.39179081977878116
pale robin egg blue,#96ded1,150,222,209,169,32,87,83.61572300611053,-25.193029044671576,-0.779928140724917
pale rose,#ffe1f2,255,225,242,326,12,100,92.36313672294148,13.109082911947622,-4.4798915606699685
pale silver,#c9c0bb,201,192,187,21,7,79,78.28919288465998,2.2750631521347153,3.6309303881375543
pale sky,#6e7783,110,119,131,214,16,51,49.67433176149059,-0.6829373867415223,-7.70375090743407
pale slate,#c3bfc1,195,191,193,330,2,76,77.70581445948388,1.7633400255902543,-0.5189773082489912
pale spring bud,#ecebbd,236,235,189,59,20,93,92.0977065792326,-7.031233235085144,22.506378836927322
pale taupe,#bc987e,188,152,126,25,33,74,65.47854585110139,9.66682289267512,18.760825243749114
pale violet,#cc99ff,204,153,255,270,40,100,71.4461281552506,38.067954851905895,-43.64502689759646
palm green,#09230f,9,35,15,134,74,14,11.237874102072915,-15.671527502226153,9.940166346663664
palm leaf,#19330e,25,51,14,102,73,20,18.3915102990376,-18.409423902024603,19.826537906129403
pampas,#f4f2ee,244,242,238,40,2,96,95.54296503719803,-0.0259792852121965,2.15038717540339
panache,#eaf6ee,234,246,238,140,5,96,95.82103395099028,-5.381652397885239,2.465257293110956
pancho,#edcdab,237,205,171,31,28,93,84.28104224589654,6.243581614053806,21.086493517172023
pansy purple,#78184a,120,24,74,329,80,47,27.132054704089008,44.55652489769313,-5.679174896816564
pantone blue,#0018a8,0,24,168,231,100,66,21.873483862751876,50.20106862823323,-74.67711071038828
pantone green,#00ad43,0,173,67,143,100,68,61.90568657996447,-59.97251311462071,43.14357659616172
pantone magenta,#d0417e,208,65,126,334,69,82,50.33063039041399,60.7227088352949,-2.421470608317655
pantone orange,#ff5800,255,88,0,21,100,100,60.10445008779915,60.879691266747194,70.18861700468287
pantone pink,#d74894,215,72,148,328,67,84,53.189348698409404,62.481985622239335,-11.184385792789264
pantone yellow,#fedf00,254,223,0,53,100,100,88.84973568574617,-6.373533626375605,88.45682004621698
paolo veronese green,#009b7d,0,155,125,168,100,61,57.00066921661481,-41.940162047035265,6.065750814430948
papaya whip,#ffefd5,255,239,213,37,16,100,95.07544110280504,1.2745662248987433,14.516263841670707
paprika,#8d0226,141,2,38,344,99,55,29.02076190824024,52.208364504863134,21.83054584280577
paradise pink,#e63e62,230,62,98,347,73,90,53.113363392764626,65.72838135909403,18.915857003898374
paradiso,#317d82,49,125,130,184,62,51,48.17412107932002,-21.46824451705959,-9.699070864994376
parchment,#f1e9d2,241,233,210,45,13,95,92.4120802450954,-1.0888778248668296,12.137310277572212
paris daisy,#fff46e,255,244,110,55,57,100,94.77523814298266,-12.573897878632279,64.5176622587451
paris m,#26056a,38,5,106,260,95,42,12.992065302856982,40.666424614424365,-50.366415572825105
paris white,#cadcd4,202,220,212,153,8,86,86.25407342650566,-7.505926692959353,1.8565860187979677
parsley,#134f19,19,79,25,126,76,31,28.90371383676883,-31.429494718583445,25.832519442269852
pastel blue,#aec6cf,174,198,207,196,16,81,78.398618202509,-6.212085671808476,-7.233532972478596
pastel brown,#836953,131,105,83,28,37,51,46.38246219450709,7.0317788587152545,16.298250426210025
pastel gray,#cfcfc4,207,207,196,60,5,81,82.8477360878429,-1.9481883382121423,5.45319678678704
pastel green,#77dd77,119,221,119,120,46,87,80.16088951360689,-50.08290373715535,40.91004634892141
pastel magenta,#f49ac2,244,154,194,333,37,96,73.7005695433987,38.91877560592272,-6.41512011286216
pastel orange,#ffb347,255,179,71,35,72,100,78.43556312431681,18.257419035105805,63.6046664507018
pastel pink,#dea5a4,222,165,164,1,26,87,72.97096946476562,20.884247194255522,8.762519791504907
pastel purple,#b39eb5,179,158,181,295,13,71,67.55639923605557,11.888955183807559,-9.06211176317484
pastel red,#ff6961,255,105,97,3,62,100,63.52941164673247,56.61136402103828,33.881153313010756
pastel violet,#cb99c9,203,153,201,302,25,80,69.25247268908137,26.689351997480347,-17.405165623856345
pastel yellow,#fdfd96,253,253,150,60,41,99,97.3634790903245,-14.321778783010163,49.1837645836017
patina,#639a8f,99,154,143,168,36,60,59.65949624265171,-20.717290850263748,0.015882795685295825
pattens blue,#def5ff,222,245,255,198,13,100,95.1838464484472,-5.534972002423477,-7.356896098599508
paua,#260368,38,3,104,261,97,41,12.458967535693137,40.94984027677447,-49.93294912666049
pavlova,#d7c498,215,196,152,42,29,84,79.72406136206878,0.054361698760274635,24.55677769308928
paynes grey,#536878,83,104,120,206,31,47,42.90708135275119,-3.7214122749534284,-11.495581740131232
peach,#ffcba4,255,203,164,26,36,100,85.32800748877085,13.257611050839223,26.465928498075698
peach cream,#fff0db,255,240,219,35,14,100,95.45266643516725,1.674605264740947,11.954319001647495
peach orange,#ffcc99,255,204,153,30,40,100,85.37533156544693,11.502399197500345,32.25857471908529
peach puff,#ffdab9,255,218,185,28,27,100,89.34875285782702,8.088803829765679,21.01392564732589
peach schnapps,#ffdcd6,255,220,214,9,16,100,90.4601764419407,11.172078635559135,7.4129266487361845
peach yellow,#fadfad,250,223,173,39,31,98,89.91339286699,2.111335231350986,27.93869191135403
peanut,#782f16,120,47,22,15,82,47,29.623476645546305,30.456617149304392,31.103840418192824
pear,#d1e231,209,226,49,66,78,89,86.09126979910438,-25.81720500359702,76.99646259843212
pearl,#eae0c8,234,224,200,42,15,92,89.38075097302972,-0.52699913350851,12.967918064131556
pearl aqua,#88d8c0,136,216,192,162,37,85,80.82308280434462,-29.897099671784222,4.102756130251883
pearl bush,#e8e0d5,232,224,213,35,8,91,89.51988010256461,0.8494112071682491,6.337382196182539
pearl lusta,#fcf4dc,252,244,220,45,13,99,96.23028046139002,-1.248294977858444,12.513208700447475
pearl mystic turquoise,#32c6a6,50,198,166,167,75,78,72.10765267833096,-45.534725509770055,5.131896077099007
pearly purple,#b768a2,183,104,162,316,43,72,54.63345891695867,39.72046338052843,-17.665395499026037
peat,#716b56,113,107,86,47,24,44,45.21773658589741,-1.4086027863611794,12.635901622128387
pelorous,#3eabbf,62,171,191,189,68,75,64.89229635097843,-24.29242339278642,-19.296287616276597
peppermint,#e3f5e1,227,245,225,114,8,96,94.76879104277674,-9.490577021376733,7.59912308894517
perano,#a9bef2,169,190,242,223,30,95,77.08473471116528,4.548361268322864,-28.105995667367978
perfume,#d0bef8,208,190,248,259,23,97,80.18753505417193,17.554595181625498,-26.321754256931797
peridot,#e6e200,230,226,0,59,100,90,87.5897024255467,-17.996033053822302,86.61907998790328
periglacial blue,#e1e6d6,225,230,214,79,7,90,90.53118432126436,-4.480479675770477,7.200980944960089
periwinkle,#ccccff,204,204,255,240,20,100,83.57012223117405,10.303455437196241,-24.920516101721457
periwinkle gray,#c3cde6,195,205,230,223,15,90,82.36686929957722,1.6087965933359594,-13.498592173296808
permanent geranium lake,#e12c2c,225,44,44,0,80,88,49.4849044716363,67.04012767913493,45.612114802773576
persian blue,#1c39bb,28,57,187,229,85,73,31.25647961391529,39.316387856761835,-70.46666070583619
persian green,#00a693,0,166,147,173,100,65,61.11468572058895,-40.53733582223562,-0.39981120623673316
persian indigo,#32127a,50,18,122,258,85,48,17.99019438820924,41.39252216116321,-52.43221395069779
persian orange,#d99058,217,144,88,26,59,85,66.06108261744677,22.072462664515957,40.6855283716107
persian pink,#f77fbe,247,127,190,328,49,97,68.51198759842262,52.989339266993504,-11.880757464624203
persian plum,#701c1c,112,28,28,0,75,44,24.82473345151257,36.634215822665354,21.865087727123388
persian red,#cc3333,204,51,51,0,75,80,46.23646947050827,59.13272141466691,37.11362156302701
persian rose,#fe28a2,254,40,162,326,84,100,57.266911332173436,82.79035248243449,-12.62154355553966
persimmon,#ec5800,236,88,0,22,100,93,56.8920916243855,54.4164611541717,66.76876863229697
peru,#cd853f,205,133,63,30,69,80,61.751663684265665,21.398558365867515,47.916570468789146
peru tan,#7f3a02,127,58,2,27,98,50,33.01136864316348,26.941859743959657,43.018315207260684
pesto,#7c7631,124,118,49,55,60,49,48.83906962627134,-7.221524466825002,38.00435733418287
petite orchid,#db9690,219,150,144,5,34,86,68.66888132209797,25.18927681495309,13.688989393159545
pewter,#96a8a1,150,168,161,157,11,66,67.32389653457903,-7.685761089666676,1.4659070327694756
pewter blue,#8ba8b7,139,168,183,200,24,72,67.2118046030271,-6.5508267039277035,-11.011437251637378
pharlap,#a3807b,163,128,123,8,25,64,56.73765045579738,12.700755315912415,7.861519771401171
phthalo blue,#000f89,0,15,137,233,100,54,16.24447400883688,44.35786734366931,-64.94072656183228
phthalo green,#123524,18,53,36,151,66,21,19.233567682274533,-17.58985526426468,7.002668967282988
picasso,#fff39d,255,243,157,53,38,100,95.07476857424453,-7.9150437632319885,42.908077373448236
pickled bean,#6e4826,110,72,38,28,65,43,34.16893352389734,12.47234042910822,26.66293910092924
pickled bluewood,#314459,49,68,89,212,45,35,28.136911621006547,-1.2034235899931744,-14.864324024181318
picton blue,#45b1e8,69,177,232,200,70,91,68.4135862678469,-13.348694397369687,-36.463260841104514
pictorial carmine,#c30b4e,195,11,78,338,94,76,41.83170614700686,66.75706988052066,14.79097229855688
pig pink,#fdd7e4,253,215,228,339,15,99,89.43277601613012,15.285333281950642,-1.4580244392231823
pigeon post,#afbdd9,175,189,217,220,19,85,76.38666753904117,1.0600287703843025,-15.634752057435675
piggy pink,#fddde6,253,221,230,343,13,99,90.92059466045218,12.490738399769164,-0.3327459785566589
pigment blue,#333399,51,51,153,240,67,60,27.767622693733692,33.16418923617473,-55.736669421444226
pigment green,#00a550,0,165,80,149,100,65,59.42466002165804,-55.48796133768663,33.861223522898264
pigment red,#ed1c24,237,28,36,358,88,93,50.643195798705406,73.36158100594875,51.616317876138815
pine cone,#6d5e54,109,94,84,24,23,43,41.051485165119274,4.289823376287,7.960882339556674
pine glade,#c7cd90,199,205,144,66,30,80,80.63770623456293,-11.791406167414198,29.758853147464848
pine green,#01796f,1,121,111,175,99,47,45.39894586543132,-30.83885830332256,-2.649220340646097
pine tree,#171f04,23,31,4,78,87,12,10.340918245410972,-9.13747660033118,13.605849942513654
pink,#ffc0cb,255,192,203,350,25,100,83.5847988577587,24.149661012571265,3.315387151150828
pink flamingo,#fc74fd,252,116,253,300,54,99,69.66713364449312,69.26383514268808,-44.9540214305642
pink flare,#e1c0c8,225,192,200,345,15,88,80.67033346129868,13.011668888630368,0.3381269782058771
pink lace,#ffddf4,255,221,244,319,13,100,91.46210143334545,15.530894503598457,-6.856050260122837
pink lady,#fff1d8,255,241,216,38,15,100,95.63407881502833,0.7109231594092935,13.760090146346894
pink lavender,#d8b2d1,216,178,209,311,18,85,76.70515078785218,18.945415486781194,-10.474747203815692
pink orange,#ff9966,255,153,102,20,60,100,72.89306280937052,33.5711789954769,42.77864673480052
pink pearl,#e7accf,231,172,207,324,26,91,76.67838261694891,26.973693723357616,-9.27185769386487
pink raspberry,#980036,152,0,54,339,100,60,31.67391408713361,56.122649460535385,15.093755732471159
pink sherbet,#f78fa7,247,143,167,346,42,97,71.01484458678011,41.984204894021936,4.669492260239827
pink swan,#beb5b7,190,181,183,347,5,75,74.45367688169769,3.54631949873474,0.11552713463376385
piper,#c96323,201,99,35,23,83,79,53.45204003115991,36.67356364436408,52.10401353708537
pipi,#fef4cc,254,244,204,48,20,100,96.05142587774336,-2.9207087202640647,20.504036033621166
pippin,#ffe1df,255,225,223,4,13,100,91.88109104935425,9.982813230851983,4.74995945850083
pirate gold,#ba7f03,186,127,3,41,98,73,57.67882285962878,14.538252729402345,63.05558077427522
pistachio,#93c572,147,197,114,96,42,77,74.41337981760837,-31.207249923621283,36.40816784257843
pixie green,#c0d8b6,192,216,182,102,16,85,83.80703035132737,-14.209966093326475,14.098840552833902
pixie powder,#391285,57,18,133,260,86,52,20.0275691060668,45.30186336039377,-56.02899463573365
pizazz,#ff9000,255,144,0,34,100,100,70.32037018428915,34.795380696067966,76.0136659663367
pizza,#c99415,201,148,21,42,90,79,64.68496655366349,9.961688027196768,65.76732216755512
plantation,#27504b,39,80,75,173,51,31,31.059177152640558,-15.802328558442685,-1.5095586995850785
platinum,#e5e4e2,229,228,226,40,1,90,90.61345316592949,-0.013567573197537097,1.0822435970740285
plum,#8e4585,142,69,133,307,51,56,40.736068738377355,39.98875466594262,-22.19065314122305
plump purple,#5946b2,89,70,178,251,61,70,37.33242457885069,36.33401121036259,-55.05384719739544
pohutukawa,#8f021c,143,2,28,349,99,56,29.32879342579632,52.338925798498195,28.74983075343134
polar,#e5f9f6,229,249,246,171,8,98,96.43606083624768,-7.063358692629529,-0.8100310554079115
polished pine,#5da493,93,164,147,166,43,64,62.49468109967273,-26.508149164931773,1.8542764922300892
polo blue,#8da8cc,141,168,204,214,31,80,68.04096429034803,-0.8635999835837072,-21.38350703861631
pomegranate,#f34723,243,71,35,10,86,95,55.7685070937668,63.83866419310264,56.82116313111097
pompadour,#660045,102,0,69,319,100,40,21.0354191432151,45.39516487967643,-11.883523937504425
popstar,#be4f62,190,79,98,350,58,75,48.786121788491386,46.30264145204915,11.884968129809115
porcelain,#eff2f3,239,242,243,195,2,95,95.29805881024069,-0.8106519317023775,-0.8398618062513075
porsche,#eaae69,234,174,105,32,55,92,75.31703318232142,14.325841787691196,43.639424424019914
port gore,#251f4f,37,31,79,248,61,31,15.157387544029724,17.585541269196508,-28.73828208532725
portafino,#ffffb4,255,255,180,60,29,100,98.46214676312748,-11.199320446132754,35.94143829868426
portage,#8b9fee,139,159,238,228,42,93,66.86861499579884,12.688819243767636,-41.924116768279006
portica,#f9e663,249,230,99,52,60,98,90.61272660160337,-8.831677574500818,64.49682916397315
portland orange,#ff5a36,255,90,54,11,79,100,60.63898328480035,60.97307488775444,53.35411028007564
pot pourri,#f5e7e2,245,231,226,16,8,96,92.59925712660242,3.9055687767438063,4.119924592083213
potters clay,#8c5738,140,87,56,22,60,55,42.27303382993983,18.647067256818804,26.984941582591414
powder ash,#bcc9c2,188,201,194,148,6,79,79.81809620891977,-5.746180453815086,1.9576635972615053
powder blue,#b0e0e6,176,224,230,187,23,90,86.13359115282357,-14.087699737247327,-8.016131723508813
prairie sand,#9a3820,154,56,32,12,79,60,37.48589189865241,39.66664759182878,35.61635705281802
prelude,#d0c0e5,208,192,229,266,16,90,80.04797640466566,12.533724083321207,-16.344399951810317
prim,#f0e2ec,240,226,236,317,6,94,91.22257415790851,6.495019984818551,-3.1602079641627867
primrose,#edea99,237,234,153,58,35,93,91.30214983235322,-10.766023460654806,39.739749345635936
princess perfume,#ff85cf,255,133,207,324,48,100,71.2416746630077,54.98670335674688,-17.146481979374272
